name,url
city-of-kobe,https://github.com/city-of-kobe/
codefornamie,https://github.com/codefornamie
gsi-cyberjapan,https://github.com/gsi-cyberjapan
nhohq,https://github.com/nhohq
nims-dpfc,https://github.com/nims-dpfc
wakayama-pref-org,https://github.com/wakayama-pref-org

